question,answer,img_id,type
màu của bông hoa là gì,màu tía,238768,2
màu của bảng là gì,màu đen,499801,2
màu của bài là gì,màu xanh lá,102620,2
người phụ nữ mặc một chiếc váy hoa đang giữ gì,chiếc ô,452836,0
có bao nhiêu người đàn ông với một con chó đang mang một ngôi nhà chó sẵn sàng băng qua đường,ba,121778,1
người phụ nữ đang chơi một trò chơi video ở đâu,phòng,326124,3
màu của bầu trời là gì,màu xanh dương,448503,2
coupe của nhà vệ sinh ở đâu,phòng,51949,3
có bao nhiêu con ngựa vằn đang gặm cỏ trên cánh đồng cỏ,ba,197507,1
màu của con ngựa là gì,màu nâu,305661,2
những gì tìm kiếm bên cạnh trong một cánh đồng,gấu,458177,0
màu của con ngựa là gì,màu nâu,33189,2
những gì nằm bên hồ trong hoàng hôn,băng ghế,419558,0
màu của tủ lạnh là gì,màu đen,50018,2
có bao nhiêu người đàn ông đứng trên ván trượt trên con đường mòn phía trước núi,hai,15496,1
màu của áo là gì,màu đen,89943,2
có bao nhiêu con hươu cao cổ đang đi chậm rãi giữa những bụi cây và bụi rậm,ba,24847,1
con vật màu đỏ gặm cỏ trên đồng là gì,con bò,572069,0
màu của túi là gì,màu đỏ,308119,2
có bao nhiêu người đàn ông leo núi lúc mặt trời mọc,ba,355678,1
những gì gấu treo bên cạnh cây,gấu trúc,405032,0
những cuốn sách được chồng chất ở đâu,vali,389315,3
màu của áo là gì,màu xám,232279,2
người đàn ông cưỡi ván trượt xuống gì có tuyết bao phủ,núi,486172,0
nhóm người ăn bánh ở đâu,văn phòng,518198,3
màu sắc của thứ đang đặt là gì,màu vàng,477029,2
màu của lửa là gì,màu vàng,572804,2
có bao nhiêu người mặc áo sơ mi trắng và cà vạt trên ván trượt,ba,162021,1
những gì đến dừng lại vào giữa đêm,xe buýt,542079,0
có bao nhiêu phụ nữ đang mặc mũ bảo hiểm xe đạp màu đen cầm chuối,bốn,483757,1
những gì bên cạnh nền tảng,tàu hỏa,537861,0
bánh rán được chứa ở đâu,hộp,497484,3
màu của hỗn hợp là gì,màu xanh lá,279503,2
những gì đứng đầu với đóng băng được hiển thị trên các khay kim loại,donut,419379,0
người đàn ông sử dụng bao nhiêu bàn tay để gõ bàn phím máy tính xách tay,một,217224,1
những gì đỗ bên cạnh ga tàu trống,tàu hỏa,402909,0
"thanh niên mặc quần jean, áo phông đi xe đạp bao nhiêu tốc độ mà không dùng tay để điều khiển",mười,67117,1
màu của ghế là gì,màu tía,125928,2
gấu bông lớn với một cây cung ngồi ở đâu,cái ghế,96984,3
những gì chứa đầy hoa trên đầu bàn,lọ cắm hoa,517386,0
con mèo trắng ngủ ở đâu,cái rổ,519716,3
màu của xe buýt / thuyền là gì,màu vàng,54869,2
những gì đang kéo xe lửa trên đường ray,động cơ,511153,0
người đó đã trượt tuyết trên tuyết bao phủ gì,ngân hàng,473121,0
những gì đã sẵn sàng để có pantengers ban nó,máy bay,413734,0
"chuối, marshmellows, chip và cái gì được rắc trong một cái bát",sô cô la,577539,0
tay đầu bếp cầm cái gì mà miếng thịt phủ trên đầu thìa,sandwich,375426,0
màu của áo là gì,màu xanh dương,44135,2
những gì đang bay trên nước bình tĩnh,con chim,544811,0
cái gì trên tay lái của xe mô tô,cừu,555687,0
con chó đang ngủ ở đâu bên cạnh một con vật nhồi bông,lồng,475663,3
màu của bảng là gì,màu trắng,260134,2
người đàn ông đang đặt hàng ở đâu,quán ăn,392974,3
cái gì mở cho chiếc xe màu đen với vành đỏ,cửa,552824,0
có bao nhiêu con gấu bông màu sắc khác nhau ở các vị trí khác nhau,sáu,42222,1
miếng bánh sô cô la ở đâu,thùng chứa,190426,3
người đàn ông đang đặt một số bánh rán ở đâu,hộp,163764,3
con bê trên cánh đồng gọi là gì,gia súc,572408,0
những gì trong chậu trắng bên ngoài,bông hoa,533485,0
những gì nhìn vào gương trong khi hình ảnh của nó đang được chụp,con mèo,490639,0
màu sắc của trang phục là gì,màu đỏ,274116,2
màu của con mèo là gì,màu xám,84448,2
có bao nhiêu con ngựa vằn uống nước từ một cái máng trong chuồng của chúng,ba,53893,1
có bao nhiêu con ngựa vằn ở gần nhau trên một cánh đồng,hai,188062,1
cặp phụ nữ đứng ở đâu,phòng bếp,517403,3
có bao nhiêu con chó bị trói bằng dây xích,ba,22870,1
màu của con chó là gì,màu đen,383658,2
một số trẻ em đang cưỡi trên một đoạn đường dốc,ván trượt,409345,0
người mẹ âu yếm trẻ sơ sinh đang ngủ ở đâu,giường,259284,3
bếp và tủ lạnh ở đâu,phòng bếp,248132,3
những gì những con chó cài đặt trên băng ghế công viên xanh mặc dây nịt,con chó,521133,0
người phụ nữ đang cắt với kem roi là gì,bánh,538163,0
những gì đang ngồi trên sàn đá,vali,464787,0
có bao nhiêu con cừu trắng ăn rau trên bãi cỏ,ba,329629,1
những bức tường được xếp ở đâu,phòng,380248,3
bốn người đàn ông sử dụng gì,dao,421955,0
"có bao nhiêu chiếc xe buýt hai tầng, một cái màu cam cái kia màu trắng",hai,400740,1
màu của món ăn là gì,màu trắng,271890,2
anh chàng giữ những gì đã sẵn sàng để chơi bóng,gậy,403675,0
những gì ngồi đậu trong một cảng hàng không,máy bay,532390,0
có bao nhiêu người cưỡi xe lôi bị ngựa kéo,hai,158964,1
những gì đang chăn thả trên đồng cỏ,con cừu,490708,0
người phụ nữ trẻ đang ngồi ở đâu,giường,182201,3
những gì đang chờ đợi đám đông hành khách,xe buýt,408047,0
căn phòng được dọn đi để tu sửa lại ở đâu,nhà ở,140730,3
màu của con ngựa là gì,màu nâu,292030,2
những gì đỗ với những cái khác trong một bãi đậu xe,xe máy,561037,0
những gì đỗ trên đường gạch,xe máy,468508,0
màu mắt là gì,màu xanh dương,400313,2
màu của bó hoa là gì,màu xanh dương,521657,2
có bao nhiêu phụ nữ trong một nhà bếp nhỏ tương tác với nhau,ba,506037,1
có bao nhiêu người đang chăm chú nhìn vào một cái hang gấu,năm,454683,1
người giữ những gì,cà rốt,442301,0
những gì gặm cỏ trên cỏ bãi biển với một ngọn hải đăng trong nền,con ngựa,529266,0
người đàn ông trên xe đạp đang chuẩn bị đồ uống ở đâu khi phụ nữ đứng gần đó,máy xay,507444,3
có bao nhiêu con chó với chiếc khăn tay ăn thức ăn trên đĩa,hai,321385,1
người trượt tuyết đã đứng trên đỉnh của một lớp tuyết bao phủ làm gì,núi,365983,0
có bao nhiêu con hươu cao cổ đứng cạnh một tòa nhà bằng đá nâu,ba,148002,1
những gì đang bay qua một khu rừng đầy cây,con vẹt,498381,0
hai con gà tây đang được nấu ở đâu,lò vi sóng,487153,3
những gì đang nằm lộn ngược với hai tay cầm dao mở một phần của lưng,máy vi tính,447611,0
có bao nhiêu người đàn ông đang vươn tới một chiếc đĩa bay,hai,103252,1
những gì đang chạy qua savannah bụi rậm,hươu cao cổ,531607,0
những gì bay trong gió phía trên bãi cát,diều,413146,0
người đàn ông đang cưỡi một con lừa tạm dừng ở đâu,đường phố,497873,3
màu sắc của đại dương là gì,màu xanh dương,65901,2
màu của áo mưa là gì,màu đỏ,274116,2
người đàn ông đang giữ một ván trượt tuyết và đứng,ván trượt,439658,0
những gì đỗ trong cửa hàng,xe đạp,568611,0
người đàn ông đang nói về một bức ảnh của mình ở đâu,gương,95950,3
những gì đỗ trên một phi đạo ở phía trước của một tòa nhà,sân bay,539808,0
màu của áo khoác là gì,màu đen,574419,2
màu của cây là gì,màu xanh lá,22767,2
những gì mặc cà vạt trong khi trên các bước,con chó,505573,0
những gì đứng trong cánh đồng cỏ,hươu cao cổ,401820,0
màu của đèn giao thông là gì,màu vàng,244478,2
màu của áo là gì,màu trắng,264511,2
màu của chiếc mũ là gì,màu đỏ,410561,2
"cái gì đang bay trong không khí, trên không",máy bay,379453,0
màu của lửa là gì,màu xanh lá,79069,2
trẻ nhỏ đang đặt ở đâu,toa xe,446743,3
người phụ nữ rửa tay ở đâu,chậu,407470,3
con chó đánh hơi một số thức ăn ở đâu,tủ lạnh,114504,3
gấu bắc cực đi lại ở đâu,vườn bách thú,306664,3
cái gì đứng gần hàng rào gần vòi chữa cháy,con bò,334614,0
những gì ngồi trong sled trong tuyết giả,gấu,537802,0
có bao nhiêu cuốn sách về đất sét polyme xếp chồng lên nhau trên giường,bốn,285477,1
những gì đang ăn cỏ trên một cánh đồng,con ngựa,529981,0
những gì đang đi xuống các đường ray,tàu hỏa,465893,0
có bao nhiêu người đàn ông trẻ đang đi bộ qua một công viên nhỏ vào ban đêm,hai,14257,1
một số mì hỗn hợp ở đâu,bát,25708,3
một vài đứa trẻ đang chơi một trò chơi video ở đâu,cửa hàng,298458,3
màu sắc của hành tây là gì,màu xanh lá,108914,2
những gì ngồi trên cánh đồng và nhìn về phía máy ảnh,con cừu,547383,0
những gì đang nằm xuống với miệng mở như muốn nói một cái gì đó,con bò,412887,0
"con ngựa vẽ những gì đang di chuyển trên đường phố, mọi người đi bên cạnh nó",xe,353807,0
một bức màn sọc ở đâu,phòng tắm,251557,3
có bao nhiêu quả táo xếp chồng lên nhau,bốn,24877,1
gặm cỏ trong bút của họ là gì,con voi,411043,0
"có bao nhiêu con ngựa đứng ở bên ngoài, kim loại, cầm bút",bốn,377421,1
những gì bên cạnh một chiếc xe màu xanh,con ngựa,386581,0
những gì đang đi từ máy ảnh,gấu,397518,0
những gì đang ngồi trên cỏ,ngựa rằn,573778,0
màu của vòi nước là gì,màu tía,167622,2
con chó nhỏ đang được mang đến đâu,cái túi,529860,3
màu của con chó là gì,màu nâu,253247,2
người phụ nữ selfie ở đâu,gương,218060,3
màu của bầu trời là gì,màu xanh dương,335255,2
những gì trong cánh đồng cỏ,con cừu,346334,0
có bao nhiêu người ở dưới nước trên ván lướt sóng trong khi một người khác lướt theo họ,ba,544574,1
những gì đặt trên bàn gỗ,máy vi tính,489645,0
máy bay chiến đấu phản lực bay qua bầu trời là gì trên bầu trời,núi,424776,0
cô ấy đang ăn gì,sandwich,565227,0
cái gì ở bàn trước cửa sổ,máy vi tính,521995,0
những gì bao quanh bởi đá và một bụi cây,vòi,463303,0
những gì đang dừng lại ở một trạm,tàu hỏa,503939,0
xây dựng gạch lớn đang diễn ra là gì,đồng hồ,547440,0
màu của lá là gì,màu xanh lá,348850,2
những gì đang chăn thả trên cánh đồng trống,con cừu,353695,0
màu của con chó là gì,màu nâu,374832,2
hai chiếc bánh rán được trưng bày ở đâu,cửa tiệm,320222,3
những gì từ từ rơi vào bỏ bê và hư hỏng,nhà ở,544597,0
búp bê khỏa thân và hai con gấu bông ngồi ở đâu,cái ghế,93748,3
cái gì đang ngồi trên thớt với một cái máy gọt vỏ,quả táo,360706,0
những gì nhìn vào du khách đến công viên động vật hoang dã?,ngựa vằn,478821,0
cặp vợ chồng đang đứng ở đâu,vòi hoa sen,152389,3
những gì trên bãi biển cát,chiếc ô,514607,0
con mèo đen và trắng đang ngồi ở đâu,chậu,549231,3
nhà vệ sinh với một chỗ ngồi màu đen nằm ở đâu,phòng tắm,407214,3
những gì trên đường băng sân bay,máy bay,501502,0
ghế sofa da màu đen được sắp xếp ở đâu,phòng,471834,3
những gì đang nằm trên gối bên cạnh một điều khiển từ xa,con mèo,566998,0
màu của cây là gì,màu xanh lá,62301,2
những gì chống lại bức tường màu đỏ,cái bàn,539439,0
những gì đứng trên vũng nước tại một sở thú,con voi,392985,0
màu của gấu là gì,màu tía,487466,2
người phụ nữ đeo kính bảo vệ tai đu cái gì,gậy,495985,0
du khách nam đang ở đâu,sân bay,365309,3
điều gì sẽ xảy ra với một đôi giày thể thao,con mèo,364429,0
con mèo đen trắng ngồi ở đâu,chậu,373252,3
cái gì đang ngồi trên bàn,con mèo,388658,0
bao nhiêu máy bay phản lực bay cao để lại một vệt khói,bảy,201246,1
cô gái đang cầm thứ gì mà một chàng trai ở phía sau nhìn vào,bàn chải,508872,0
hình ảnh của một người đàn ông và phụ nữ trên bãi biển và người đàn ông đang ngồi ở đâu,cái lều,30205,3
màu của cái bát là gì,màu trắng,313334,2
những gì di chuyển dọc theo đường cao tốc dưới bầu trời u ám,xe ô tô,568687,0
có bao nhiêu người mặc trang phục sặc sỡ đang đạp xe dài,năm,424464,1
những gì đứng cạnh nhau khi họ nhìn thẳng về phía trước,ngựa vằn,557220,0
những gì đang ngồi trên một dải dây thép gai,con chim,395378,0
cái gì đang đi trên đất,con voi,477389,0
có bao nhiêu xe buýt đậu trong hàng trong một bãi đậu xe,sáu,576122,1
có bao nhiêu chàng trai mặc đồng phục bóng chày,ba,483078,1
những gì đang ngồi dọc theo một con phố,tòa nhà,361142,0
sự đa dạng của các mặt hàng được trưng bày ở đâu,xe đẩy,535253,3
động cơ tàu màu cam đang ở đâu,trạm,201278,3
những gì đang đứng trên cát phía sau một sợi dây,con voi,571219,0
màu của gấu bông là gì,màu tía,47944,2
cầu thủ bóng chày đang sẵn sàng ở đâu,hộp,40055,3
em bé đang ngồi ở đâu,giường,175883,3
người đàn ông chuẩn bị thức ăn ở đâu trong khi đứng,phòng bếp,350960,3
điều gì làm cho việc hạ cánh tại một sân bay,máy bay,378859,0
có bao nhiêu phần tráng miệng trên đĩa với một cái nĩa,bốn,327183,1
cái gì đang ngồi cạnh một ít vải,điện thoại,431199,0
những gì đang đi dạo trong tự nhiên,hươu cao cổ,505538,0
những gì đứng trên một số bước đá,hươu cao cổ,456756,0
những gì đang ngồi trên đường ray dưới một tòa nhà,tàu hỏa,354868,0
màu của xe buýt là gì,màu trắng,99844,2
người đàn ông ở đâu,nhà vệ sinh,505385,3
màu của dấu hiệu là gì,màu xanh lá,428495,2
những gì kéo ra khỏi chỗ đậu xe,xe buýt,524992,0
màu của xe máy là gì,màu đỏ,496274,2
có bao nhiêu người đang tạo dáng trên sân tennis,ba,217463,1
phòng tắm với nhà vệ sinh và đứng lên cái gì,vòi hoa sen,374707,0
chìm sứ nhỏ được phản chiếu ở đâu,gương,153674,3
có bao nhiêu người đứng trên một chiếc thuyền gần bến cảng,một,435990,1
những gì làm bằng gạch với dây leo mọc lên một bên,tòa tháp,376856,0
"giường 4 trụ, tủ quần áo và giấy dán tường hoa ở đâu",phòng ngủ,228043,3
những gì là trên những khay trong đó,lò vi sóng,539089,0
những gì gặm cỏ trên cánh đồng,con cừu,557907,0
màu của xe buýt là gì,màu vàng,5757,2
bao nhiêu cô gái mặc bikini đang cưỡi ngựa trên bãi biển,hai,108850,1
màu của xe buýt là gì,màu vàng,328119,2
cái gì nằm trong cái lỗ bên trong một cái cây xanh lớn,gấu,361341,0
những gì giữ một số rau trộn với một số nước sốt,bát,558640,0
những gì ngồi trên một chiếc ghế bọc,con chó,446522,0
người đang tắm cho một con chó ở đâu,bồn tắm,467252,3
những gì nằm xuống trong cánh đồng lá,ngựa rằn,376278,0
có bao nhiêu bức ảnh của một người phụ nữ đang nấu ăn với trẻ nhỏ,bốn,233642,1
những gì giữ đĩa ném bên ngoài trên cỏ,con chó,455506,0
những gì cạnh nhau trong một bãi đậu xe,xe buýt,484723,0
màu sắc của giày là gì,màu đỏ,300896,2
chàng trai trẻ với một chiếc mũ nhỏ đang mặc gì,cà vạt,389206,0
có bao nhiêu món ăn khác nhau trên bàn gỗ,ba,280018,1
màu của vali là gì,màu xanh dương,480599,2
những gì đang được lên máy bay trong khi một người đàn ông tải hành lý tại một sân bay,máy bay,475710,0
màu của nước sốt là gì,màu đỏ,23803,2
màu sắc của sự phân tán là gì,màu cam,447099,2
có bao nhiêu con hươu cao cổ trong một cái chuồng gần một tòa nhà,bốn,171484,1
có bao nhiêu phụ nữ ngồi trên bậc đá và mỉm cười trước ống kính,hai,165063,1
màu của con chó là gì,màu trắng,74913,2
có bao nhiêu con ngựa đang đứng bên hàng rào nơi chúng được giữ,bốn,41104,1
những gì có chiếc ghế được sắp xếp rất tốt,nhà ở,558673,0
có bao nhiêu người đang trao cho nhau một high five trên sân tennis,hai,284964,1
những gì ở đầu với bữa ăn trên bàn,dĩa,533688,0
trái cây được đặt ở đâu,bát,482719,3
người đàn ông nhìn vào đâu cạo râu mặt,phòng tắm,191691,3
tòa tháp này có gì ở trên cùng,đồng hồ,454623,0
những gì lỏng lẻo trong giao thông trên một đường phố,con bò,416385,0
màu của bề mặt là gì,màu đen,487837,2
có bao nhiêu con mèo đang ngồi trên ghế và một con mèo khác đang ngồi dưới ghế,một,125690,1
màu sắc của người đàn ông là gì,màu đen,79090,2
những gì đang đứng cùng nhau ép khuôn mặt của nó với nhau,ngựa vằn,478553,0
những gì chứa đầy các mặt hàng câu cá khi đậu ở bến tàu,con thuyền,575441,0
hai nhân viên quân sự cắt giảm những gì với nhau trước các thành viên quân sự khác,bánh,548288,0
những gì ngồi trong bóng râm bởi một bức tường,con cừu,427643,0
nửa cái bánh mì kẹp và mấy trái nho lót giấy ở đâu,cái rổ,536535,3
màu của lá là gì,màu xanh lá,95320,2
màu của dĩa nhựa là gì,màu xanh lá,489762,2
một chiếc bánh sandwich hở mặt trên một plae bên cạnh một ly sữa,laptop,453283,0
màu của xe máy là gì,màu đỏ,5256,2
những gì chứa đầy những con bò và một vài đèn,chuồng trại,453520,0
du thuyền có thể được nhìn thấy ở khoảng cách với một chiếc thuyền nhỏ hơn hướng về nó,con thuyền,412690,0
người đàn ông mặc gì khi đứng trước một tòa tháp đồng hồ,áo vest,274496,3
những gì đỗ dọc theo vỉa hè thành phố bên cạnh một băng ghế,xe ô tô,456884,0
màu của cửa là gì,màu cam,407053,2
màu sắc của bông hoa là gì,màu đỏ,133462,2
gấu nhồi bông lớn đang ngồi ở đâu,cái ghế,307020,3
những gì chơi với nhau trên những tảng đá,gấu,532985,0
những gì đang được chuẩn bị trong chảo bao gồm hành tây và bông cải xanh,bữa ăn,421703,0
cái gì được kéo qua bên đường,xe buýt,354229,0
cái gì đang ngồi trên băng ghế bị bỏ hoang,con chim,352936,0
những gì nằm trên đất khô kế đại dương,con thuyền,383678,0
những gì được bao phủ trong các giấy tờ với nam châm,tủ đá,531086,0
người đàn ông đang chụp ảnh tự sướng ở đâu,gương,183970,3
những gì bay trên những ngọn đồi phía trên một bờ biển phát triển,máy bay,502347,0
người đàn ông cầm ly rượu để ngửi cái gì,rượu,381682,0
màu sắc của cà vạt là gì,màu đen,110761,2
những gì đang đi xuống một số đường ray,động cơ,471737,0
"anh chàng đang ngồi ở đâu, đọc một cuốn sách ở bãi biển",cái ghế,523754,3
người giữ máy sấy tóc ở đâu,phòng tắm,257169,3
con bò đang ăn cái gì,bãi cỏ,572069,0
có bao nhiêu máy bay chiến đấu đang bay theo đội hình khói,bốn,461940,1
cô bé nằm ở đâu,giường,255392,3
màu của cưỡi là gì,màu xanh dương,69081,2
những gì được kéo lên đến khu vực hành khách,xe lửa,559955,0
người chơi tennis giữ gì với một thái độ thống trị,vợt,502982,0
cái gì chứa nhiều món ăn sáng,cái mâm,554980,0
màu của khăn là gì,màu vàng,18482,2
những gì bay lên trên đại dương với những ngọn núi trong nền,hải âu,494584,0
"có bao nhiêu người đang ngồi trên chiếc ghế dài, một người vỗ tay, một người cầm hai bộ điều khiển",ba,267048,1
những gì đang chờ để được lên máy bay,xe buýt,466346,0
những người đang nhìn vào sản phẩm tươi sống ở đâu,cửa hàng,27190,3
người đàn ông thư giãn ở đâu,cái ghế,261298,3
cái gì đang ngồi trên ghế trắng,con chim,362023,0
có bao nhiêu trẻ nhỏ cầm vợt trên sân tennis,ba,47624,1
bộ hành lý nằm ở đâu,bánh xe,226224,3
có bao nhiêu con chim trên một số tảng đá gần đại dương,ba,345685,1
những chiếc xe kéo được dừng lại ở ga tàu,tàu hỏa,423215,0
hai đầu bếp bắt đầu công việc chuẩn bị ở đâu,quán ăn,570951,3
màu của gạch là gì,màu đỏ,110937,2
những gì phủ với rau trong nước sốt,đĩa ăn,471226,0
có bao nhiêu người trên cánh đồng tuyết với thiết bị trượt tuyết,sáu,229067,1
những gì trên đá pizza,pizza,474333,0
hành khách máy bay đang đi đâu,sân bay,372130,3
những gì phục vụ trên thớt gỗ,pizza,527064,0
màu của vòi nước là gì,màu vàng,439278,2
những gì chứa đầy các vật phẩm có tiêu đề đi ngang trên một bãi biển bên dưới bầu trời đầy nắng,con thuyền,484321,0
có bao nhiêu con bò đi bộ trước cổng kim loại trên đường phố,ba,192730,1
màu của lá là gì,màu vàng,39272,2
màu sắc của đi bộ là gì,màu nâu,177749,2
những gì đang nằm bên cạnh giày,con mèo,388009,0
màu của chiếc đĩa là gì,màu xanh dương,135576,2
màu của gấu là gì,màu nâu,223950,2
những gì chứa đầy bánh rán với nhiều lớp khác nhau,hộp,568675,0
màu của xe buýt là gì,màu xanh lá,342591,2
màu của con mèo là gì,màu xám,78339,2
màu của bề mặt là gì,màu nâu,213349,2
những gì chuyến tàu di chuyển xuống các đường ray bằng một chuyến tàu khác trên một đường đua khác đằng sau nó,tàu,434022,0
con mèo xám và trắng nằm ở đâu,ngăn kéo,54182,3
có bao nhiêu con hươu cao cổ đang đứng cạnh nhau khi chúng ăn cây,hai,523183,1
có bao nhiêu con cừu nằm xuống khi bốn con khác đứng gần,một,410097,1
con chó đen xám ướt đang lấy cái gì,quả bóng,337525,0
người đàn ông đang ngồi ăn gì vậy,bánh ngọt,357385,0
hai người phụ nữ mang gì đi trong mưa,chiếc ô,365170,0
có bao nhiêu người đàn ông đang ngồi nhìn vào máy tính xách tay,bốn,275488,1
cặp vợ chồng đứng ở đâu,sân bay,299618,3
có bao nhiêu cô gái trong các đội riêng biệt đang đua nhau đá bóng,hai,580695,1
cái gì đang treo trên bức tường gạch,đồng hồ,358120,0
những gì đậu trên tảng đá bởi nước,con chim,548275,0
người phụ nữ đang ở đâu,lối đi,335027,3
có bao nhiêu người trượt tuyết nhảy ra khỏi đoạn đường dốc phủ đầy tuyết,năm,84670,1
đĩa có kích thước cá nhân trên bàn ở phía trước đồ uống,pizza,552221,0
bình hoa của hoa ở đâu,cửa sổ,81431,3
đoàn tàu nào nhả ra đám khói đen lớn,đường sắt,346107,0
người đàn ông đang ngồi trên một chiếc ghế dài với máy tính xách tay ở đâu,phòng,336075,3
những gì đỗ trên đường đối diện với xe,xe máy,538792,0
màu của bầu trời là gì,màu xanh dương,267416,2
nhóm trẻ em đang chơi trò chơi điện tử ở đâu,phòng,229827,3
cái gì bên cạnh cái lò sưởi với một cái bình đầy hoa,cái bàn,566012,0
mọi người đang mang gì để leo lên đồi tuyết,trang thiết bị,555778,3
có bao nhiêu người đang ngồi vào bàn với máy tính xách tay và ly nước giải khát,bốn,180778,1
có bao nhiêu cô gái nhỏ đang nằm trên giường đọc sách,hai,449852,1
màu của con mèo là gì,màu đen,424760,2
ngựa vằn đang đứng trên mặt đất bụi bẩn ở đâu,chuồng,339985,3
những gì đỗ trên vỉa hè gạch bên cạnh một con đường,xe máy,474680,0
những gì chuyển vùng trên sân trong ngày,con voi,415434,0
có bao nhiêu con hươu cao cổ đang đứng cạnh cái cây gần đường mòn xi măng,năm,279920,1
cái gì giữ một món đồ ăn màu hồng trên đĩa lộn ngược,cái nĩa,519299,0
có bao nhiêu người trò chuyện bên trong màn hình phòng khách của cửa hàng,bốn,575733,1
có bao nhiêu người đang đứng ở sở thú xem một con voi,ba,518361,1
có bao nhiêu con bò đang đứng trên một cánh đồng cỏ bao quanh bởi cây cối,năm,67082,1
tòa nhà cũ và tháp đồng hồ đang lái gì vậy,xe ô tô,361142,0
những gì ngồi trong bồn tắm trong một phòng tắm,cái ghế,532126,0
màu của nước ép là gì,màu cam,29801,2
có bao nhiêu người trong công viên đang sẵn sàng ném đĩa ném,bốn,12501,1
con mèo đang ngồi ở đâu,phòng,315517,3
có bao nhiêu người đàn ông đứng cùng nhau với những chiếc đĩa bay trong tay,bốn,96765,1
cái gì đang bị đẩy vào một khối dao,dao,370842,0
màu của vòi nước là gì,màu xám,118306,2
những gì đỗ trên đường hẹp ngồi trước một chiếc xe mô hình cũ,xe máy,488943,0
màu của nhà vệ sinh là gì,màu trắng,550021,2
những gì đang đứng trên góc phố,con bò,334555,0
con mèo con lông tơ đang ngồi ở đâu,cái ghế,382582,3
màu sắc của loa là gì,màu đen,56828,2
những gì đang ngồi trên một con đường gần một điểm dừng,xe ô tô,390684,0
những gì đi bộ xuống một thảm cỏ rộng mở,hươu cao cổ,434735,0
cái gì mở gần ghế bãi biển,bờ biển,353446,0
ngôi nhà rất đẹp được sắp xếp rất tốt những gì,nhiều cái ghế,558673,0
những gì bên cạnh một bụi cây trên cỏ,con bò,470145,0
người đàn ông đang chơi trò chơi video ở đâu,phòng,358399,3
những gì đã chuyển đến để trưng bày du lịch cho một trường đại học,xe buýt,468124,0
người đàn ông cầm cái gì trong khi chụp ảnh tự sướng,điện thoại,345397,0
những gì đứng đầu với máy tính xách tay bên cạnh một máy tính xách tay khác,cái bàn,544121,0
có bao nhiêu chiếc vali ngồi với tay cầm trên một chiếc thuyền,hai,388569,1
những gì đầy người và diều được bay,bờ biển,505562,0
những gì đang đi xuống đường dọc theo cáp,xe đẩy,434867,0
những gì đi trên con đường đi bộ,con voi,381870,0
phòng khách có gì với một khuôn mặt gạch lớn,lò sưởi,464339,0
nhiếp ảnh gia mặc gì,chiếc ô,409331,0
màu của xe buýt là gì,màu xanh dương,22274,2
màu của áo khoác là gì,màu đỏ,335318,2
màu của vali là gì,màu đen,208834,2
hai người đàn ông và hai người phụ nữ đang uống ở đâu,quán bar,175798,3
những gì đang đi qua một cánh đồng cạnh nhau,ngựa vằn,442536,0
cái gì đang nằm trên ghế,con mèo,546622,0
những gì đang cuộn qua một ngọn đồi phủ tuyết,tàu hỏa,571746,0
cửa lò bong tróc ở đâu,phòng bếp,581038,3
con chó đen nằm trên một tấm da báo là gì,giường,383448,0
những gì đứng ở bên của một tòa nhà,tòa tháp,414340,0
những gì được trang trí bằng sương giá,bánh,556608,0
có bao nhiêu người ngồi trên ca nô băng qua mặt nước,bốn,456245,1
có những gì được nhóm lại với nhau ở đây,rau,406426,0
người đàn ông nằm ở đâu,giường,300375,3
màu của ngói là gì,màu đen,185296,2
có bao nhiêu đoàn tàu đang trên đường ray đối diện với camera trong khi một đoàn tàu khác quay mặt đi,một,369256,1
xe đạp của người đàn ông và phụ nữ dừng ở đâu,giá đỡ,507249,3
ba người đang ngồi ở đâu,phòng,30595,3
con mèo đang nằm ở đâu,giường,550690,3
người cưỡi ván lướt sóng với cái gì,mái chèo,531018,0
có bao nhiêu đứa trẻ đang cố gắng kiểm soát một quả bóng đá,hai,549237,1
màu của gin là gì,màu đỏ,432909,2
những gì đứng đầu với bánh sandwich bánh ngọt trên đầu bàn,đĩa ăn,528821,0
có bao nhiêu đoàn tàu đậu cạnh nhau trên đường ray,ba,465892,1
những người đứng cạnh một vành đai nhận hành lý ở đâu,sân bay,256877,3
màu của chiếc ô là gì,màu đen,731,2
có bao nhiêu đầu bếp đang chuẩn bị bữa tối cho nhà hàng,hai,495489,1
những gì đang đi qua bên dưới cầu đi bộ,xe ô tô,500952,0
cái gì đang ngồi trên chiếc ghế dài lát gạch lạ mắt,con chó,521133,0
tủ lạnh mở và hiển thị những gì và các nhãn dán khác trên cửa,cái kệ,571585,0
người mặc chiếc áo sọc đang ngồi ở đâu,phòng,121420,3
những gì đứng đầu với bánh sandwich và khoai tây,đĩa ăn,549882,0
con chó đang nhìn ở đâu,cửa,400134,3
người ta trộn chất lỏng màu hồng ở đâu,máy xay,401981,3
những người đang giữ và đứng trong tuyết là gì,ván trượt,437262,0
cái gì ở đó đậu trước một tòa nhà cũ,xe ô tô,357944,0
có bao nhiêu người đàn ông trên sông với ba con voi,năm,369512,1
màu của xe đạp là gì,màu vàng,456201,2
những gì giữ pizza giả và một dấu hiệu với một tin nhắn trên đó,bức tượng,578344,0
nam đeo kính râm đang cầm cái gì,ngoài trời,363276,0
